# generated by almanac_calendar/_generate/gen_koyomi_tables.py — do not hand-edit
# ephem: 4.2.1
# longitude: apparent geocentric (g_ra/g_dec), equinox of date
# range: 1899-11-01 .. 2102-03-01 (UTC, minute resolution)
# supported: 1900-01-01 .. 2100-12-31
utc,longitude
2073-01-19T11:36,300
2073-02-03T05:52,315
2073-02-18T01:34,330
2073-03-04T23:36,345
2073-03-20T00:13,0
2073-04-04T03:59,15
2073-04-19T10:48,30
2073-05-04T20:47,45
2073-05-20T09:29,60
2073-06-05T00:30,75
2073-06-20T17:06,90
2073-07-06T10:30,105
2073-07-22T03:55,120
2073-08-06T20:20,135
2073-08-22T11:11,150
2073-09-06T23:33,165
2073-09-22T09:15,180
2073-10-07T15:41,195
2073-10-22T19:07,210
2073-11-06T19:23,225
2073-11-21T17:11,240
2073-12-06T12:40,255
2073-12-21T06:50,270
2074-01-05T00:05,285
2074-01-19T17:33,300
2074-02-03T11:40,315
2074-02-18T07:31,330
2074-03-05T05:24,345
2074-03-20T06:08,0
2074-04-04T09:44,15
2074-04-19T16:41,30
2074-05-05T02:33,45
2074-05-20T15:21,60
2074-06-05T06:17,75
2074-06-20T22:58,90
2074-07-06T16:20,105
2074-07-22T09:45,120
2074-08-07T02:13,135
2074-08-22T17:00,150
2074-09-07T05:28,165
2074-09-22T15:03,180
2074-10-07T21:37,195
2074-10-23T00:55,210
2074-11-07T01:19,225
2074-11-21T22:57,240
2074-12-06T18:34,255
2074-12-21T12:34,270
2075-01-05T05:57,285
2075-01-19T23:16,300
2075-02-03T17:30,315
2075-02-18T13:11,330
2075-03-05T11:11,345
2075-03-20T11:46,0
2075-04-04T15:30,15
2075-04-19T22:18,30
2075-05-05T08:19,45
2075-05-20T20:59,60
2075-06-05T12:06,75
2075-06-21T04:40,90
2075-07-06T22:13,105
2075-07-22T15:33,120
2075-08-07T08:08,135
2075-08-22T22:53,150
2075-09-07T11:23,165
2075-09-22T20:58,180
2075-10-08T03:31,195
2075-10-23T06:50,210
2075-11-07T07:11,225
2075-11-22T04:50,240
2075-12-07T00:24,255
2075-12-21T18:26,270
2076-01-05T11:46,285
2076-01-20T05:07,300
2076-02-03T23:19,315
2076-02-18T19:03,330
2076-03-04T17:00,345
2076-03-19T17:38,0
2076-04-03T21:20,15
2076-04-19T04:11,30
2076-05-04T14:08,45
2076-05-20T02:54,60
2076-06-04T17:54,75
2076-06-20T10:36,90
2076-07-06T04:00,105
2076-07-21T21:29,120
2076-08-06T13:54,135
2076-08-22T04:47,150
2076-09-06T17:08,165
2076-09-22T02:50,180
2076-10-07T09:14,195
2076-10-22T12:38,210
2076-11-06T12:53,225
2076-11-21T10:37,240
2076-12-06T06:05,255
2076-12-21T00:13,270
2077-01-04T17:28,285
2077-01-19T10:55,300
2077-02-03T05:02,315
2077-02-18T00:53,330
2077-03-04T22:46,345
2077-03-19T23:30,0
2077-04-04T03:08,15
2077-04-19T10:04,30
2077-05-04T19:57,45
2077-05-20T08:44,60
2077-06-04T23:44,75
2077-06-20T16:23,90
2077-07-06T09:50,105
2077-07-22T03:13,120
2077-08-06T19:46,135
2077-08-22T10:31,150
2077-09-06T23:03,165
2077-09-22T08:35,180
2077-10-07T15:10,195
2077-10-22T18:25,210
2077-11-06T18:49,225
2077-11-21T16:25,240
2077-12-06T12:02,255
2077-12-21T06:00,270
2078-01-04T23:24,285
2078-01-19T16:41,300
2078-02-03T10:57,315
2078-02-18T06:36,330
2078-03-05T04:37,345
2078-03-20T05:10,0
2078-04-04T08:55,15
2078-04-19T15:40,30
2078-05-05T01:41,45
2078-05-20T14:19,60
2078-06-05T05:24,75
2078-06-20T21:57,90
2078-07-06T15:28,105
2078-07-22T08:50,120
2078-08-07T01:24,135
2078-08-22T16:13,150
2078-09-07T04:43,165
2078-09-22T14:24,180
2078-10-07T20:55,195
2078-10-23T00:20,210
2078-11-07T00:39,225
2078-11-21T22:22,240
2078-12-06T17:52,255
2078-12-21T11:57,270
2079-01-05T05:13,285
2079-01-19T22:35,300
2079-02-03T16:42,315
2079-02-18T12:28,330
2079-03-05T10:20,345
2079-03-20T11:00,0
2079-04-04T14:37,15
2079-04-19T21:30,30
2079-05-05T07:22,45
2079-05-20T20:09,60
2079-06-05T11:05,75
2079-06-21T03:49,90
2079-07-06T21:11,105
2079-07-22T14:42,120
2079-08-07T07:09,135
2079-08-22T22:04,150
2079-09-07T10:30,165
2079-09-22T20:12,180
2079-10-08T02:43,195
2079-10-23T06:07,210
2079-11-07T06:26,225
2079-11-22T04:09,240
2079-12-06T23:39,255
2079-12-21T17:43,270
2080-01-05T10:59,285
2080-01-20T04:20,300
2080-02-03T22:27,315
2080-02-18T18:12,330
2080-03-04T16:04,345
2080-03-19T16:43,0
2080-04-03T20:22,15
2080-04-19T03:14,30
2080-05-04T13:10,45
2080-05-20T01:54,60
2080-06-04T16:57,75
2080-06-20T09:34,90
2080-07-06T03:05,105
2080-07-21T20:26,120
2080-08-06T13:03,135
2080-08-22T03:47,150
2080-09-06T16:22,165
2080-09-22T01:56,180
2080-10-07T08:34,195
2080-10-22T11:51,210
2080-11-06T12:18,225
2080-11-21T09:55,240
2080-12-06T05:33,255
2080-12-20T23:32,270
2081-01-04T16:55,285
2081-01-19T10:11,300
2081-02-03T04:25,315
2081-02-18T00:03,330
2081-03-04T22:02,345
2081-03-19T22:34,0
2081-04-04T02:17,15
2081-04-19T09:01,30
2081-05-04T18:59,45
2081-05-20T07:38,60
2081-06-04T22:41,75
2081-06-20T15:16,90
2081-07-06T08:43,105
2081-07-22T02:08,120
2081-08-06T18:36,135
2081-08-22T09:28,150
2081-09-06T21:54,165
2081-09-22T07:37,180
2081-10-07T14:06,195
2081-10-22T17:34,210
2081-11-06T17:52,225
2081-11-21T15:40,240
2081-12-06T11:11,255
2081-12-21T05:22,270
2082-01-04T22:38,285
2082-01-19T16:05,300
2082-02-03T10:11,315
2082-02-18T06:00,330
2082-03-05T03:49,345
2082-03-20T04:30,0
2082-04-04T08:02,15
2082-04-19T14:55,30
2082-05-05T00:42,45
2082-05-20T13:28,60
2082-06-05T04:22,75
2082-06-20T21:03,90
2082-07-06T14:25,105
2082-07-22T07:52,120
2082-08-07T00:21,135
2082-08-22T15:13,150
2082-09-07T03:42,165
2082-09-22T13:22,180
2082-10-07T19:57,195
2082-10-22T23:19,210
2082-11-06T23:43,225
2082-11-21T21:25,240
2082-12-06T17:01,255
2082-12-21T11:04,270
2083-01-05T04:25,285
2083-01-19T21:45,300
2083-02-03T15:58,315
2083-02-18T11:39,330
2083-03-05T09:35,345
2083-03-20T10:10,0
2083-04-04T13:50,15
2083-04-19T20:35,30
2083-05-05T06:31,45
2083-05-20T19:08,60
2083-06-05T10:11,75
2083-06-21T02:43,90
2083-07-06T20:15,105
2083-07-22T13:35,120
2083-08-07T06:12,135
2083-08-22T20:59,150
2083-09-07T09:34,165
2083-09-22T19:11,180
2083-10-08T01:49,195
2083-10-23T05:10,210
2083-11-07T05:35,225
2083-11-22T03:15,240
2083-12-06T22:51,255
2083-12-21T16:53,270
2084-01-05T10:14,285
2084-01-20T03:33,300
2084-02-03T21:46,315
2084-02-18T17:27,330
2084-03-04T15:24,345
2084-03-19T15:59,0
2084-04-03T19:40,15
2084-04-19T02:27,30
2084-05-04T12:22,45
2084-05-20T01:04,60
2084-06-04T16:02,75
2084-06-20T08:40,90
2084-07-06T02:03,105
2084-07-21T19:30,120
2084-08-06T11:56,135
2084-08-22T02:50,150
2084-09-06T15:14,165
2084-09-22T00:58,180
2084-10-07T07:26,195
2084-10-22T10:55,210
2084-11-06T11:13,225
2084-11-21T09:01,240
2084-12-06T04:30,255
2084-12-20T22:40,270
2085-01-04T15:55,285
2085-01-19T09:23,300
2085-02-03T03:29,315
2085-02-17T23:19,330
2085-03-04T21:10,345
2085-03-19T21:53,0
2085-04-04T01:28,15
2085-04-19T08:22,30
2085-05-04T18:12,45
2085-05-20T06:58,60
2085-06-04T21:54,75
2085-06-20T14:32,90
2085-07-06T07:56,105
2085-07-22T01:19,120
2085-08-06T17:49,135
2085-08-22T08:36,150
2085-09-06T21:07,165
2085-09-22T06:43,180
2085-10-07T13:20,195
2085-10-22T16:39,210
2085-11-06T17:07,225
2085-11-21T14:46,240
2085-12-06T10:26,255
2085-12-21T04:28,270
2086-01-04T21:53,285
2086-01-19T15:11,300
2086-02-03T09:26,315
2086-02-18T05:05,330
2086-03-05T03:03,345
2086-03-20T03:35,0
2086-04-04T07:17,15
2086-04-19T14:00,30
2086-05-04T23:58,45
2086-05-20T12:34,60
2086-06-05T03:38,75
2086-06-20T20:09,90
2086-07-06T13:39,105
2086-07-22T06:59,120
2086-08-06T23:33,135
2086-08-22T14:20,150
2086-09-07T02:52,165
2086-09-22T12:32,180
2086-10-07T19:06,195
2086-10-22T22:31,210
2086-11-06T22:55,225
2086-11-21T20:40,240
2086-12-06T16:15,255
2086-12-21T10:22,270
2087-01-05T03:42,285
2087-01-19T21:04,300
2087-02-03T15:14,315
2087-02-18T10:58,330
2087-03-05T08:51,345
2087-03-20T09:28,0
2087-04-04T13:04,15
2087-04-19T19:53,30
2087-05-05T05:44,45
2087-05-20T18:28,60
2087-06-05T09:24,75
2087-06-21T02:05,90
2087-07-06T19:27,105
2087-07-22T12:58,120
2087-08-07T05:24,135
2087-08-22T20:19,150
2087-09-07T08:44,165
2087-09-22T18:28,180
2087-10-08T00:57,195
2087-10-23T04:23,210
2087-11-07T04:42,225
2087-11-22T02:28,240
2087-12-06T22:00,255
2087-12-21T16:08,270
2088-01-05T09:24,285
2088-01-20T02:50,300
2088-02-03T20:57,315
2088-02-18T16:45,330
2088-03-04T14:36,345
2088-03-19T15:16,0
2088-04-03T18:52,15
2088-04-19T01:44,30
2088-05-04T11:36,45
2088-05-20T00:20,60
2088-06-04T15:19,75
2088-06-20T07:56,90
2088-07-06T01:25,105
2088-07-21T18:48,120
2088-08-06T11:23,135
2088-08-22T02:09,150
2088-09-06T14:43,165
2088-09-22T00:18,180
2088-10-07T06:56,195
2088-10-22T10:13,210
2088-11-06T10:40,225
2088-11-21T08:17,240
2088-12-06T03:56,255
2088-12-20T21:55,270
2089-01-04T15:20,285
2089-01-19T08:37,300
2089-02-03T02:54,315
2089-02-17T22:33,330
2089-03-04T20:34,345
2089-03-19T21:06,0
2089-04-04T00:50,15
2089-04-19T07:33,30
2089-05-04T17:31,45
2089-05-20T06:07,60
2089-06-04T21:10,75
2089-06-20T13:42,90
2089-07-06T07:11,105
2089-07-22T00:33,120
2089-08-06T17:04,135
2089-08-22T07:55,150
2089-09-06T20:23,165
2089-09-22T06:06,180
2089-10-07T12:37,195
2089-10-22T16:05,210
2089-11-06T16:24,225
2089-11-21T14:11,240
2089-12-06T09:42,255
2089-12-21T03:51,270
2090-01-04T21:08,285
2090-01-19T14:34,300
2090-02-03T08:41,315
2090-02-18T04:29,330
2090-03-05T02:21,345
2090-03-20T03:01,0
2090-04-04T06:35,15
2090-04-19T13:28,30
2090-05-04T23:16,45
2090-05-20T12:02,60
2090-06-05T02:54,75
2090-06-20T19:35,90
2090-07-06T12:56,105
2090-07-22T06:25,120
2090-08-06T22:52,135
2090-08-22T13:47,150
2090-09-07T02:15,165
2090-09-22T11:59,180
2090-10-07T18:33,195
2090-10-22T21:59,210
2090-11-06T22:22,225
2090-11-21T20:05,240
2090-12-06T15:39,255
2090-12-21T09:43,270
2091-01-05T03:01,285
2091-01-19T20:21,300
2091-02-03T14:30,315
2091-02-18T10:12,330
2091-03-05T08:05,345
2091-03-20T08:41,0
2091-04-04T12:19,15
2091-04-19T19:07,30
2091-05-05T05:02,45
2091-05-20T17:42,60
2091-06-05T08:45,75
2091-06-21T01:18,90
2091-07-06T18:50,105
2091-07-22T12:11,120
2091-08-07T04:49,135
2091-08-22T19:36,150
2091-09-07T08:13,165
2091-09-22T17:50,180
2091-10-08T00:31,195
2091-10-23T03:52,210
2091-11-07T04:20,225
2091-11-22T02:00,240
2091-12-06T21:38,255
2091-12-21T15:38,270
2092-01-05T09:00,285
2092-01-20T02:16,300
2092-02-03T20:28,315
2092-02-18T16:05,330
2092-03-04T14:02,345
2092-03-19T14:33,0
2092-04-03T18:14,15
2092-04-19T00:59,30
2092-05-04T10:56,45
2092-05-19T23:36,60
2092-06-04T14:37,75
2092-06-20T07:14,90
2092-07-06T00:40,105
2092-07-21T18:07,120
2092-08-06T10:35,135
2092-08-22T01:30,150
2092-09-06T13:56,165
2092-09-21T23:41,180
2092-10-07T06:11,195
2092-10-22T09:41,210
2092-11-06T10:00,225
2092-11-21T07:50,240
2092-12-06T03:20,255
2092-12-20T21:31,270
2093-01-04T14:46,285
2093-01-19T08:13,300
2093-02-03T02:18,315
2093-02-17T22:05,330
2093-03-04T19:54,345
2093-03-19T20:34,0
2093-04-04T00:05,15
2093-04-19T06:58,30
2093-05-04T16:46,45
2093-05-20T05:31,60
2093-06-04T20:26,75
2093-06-20T13:07,90
2093-07-06T06:30,105
2093-07-21T23:57,120
2093-08-06T16:27,135
2093-08-22T07:18,150
2093-09-06T19:49,165
2093-09-22T05:28,180
2093-10-07T12:05,195
2093-10-22T15:28,210
2093-11-06T15:55,225
2093-11-21T13:37,240
2093-12-06T09:16,255
2093-12-21T03:20,270
2094-01-04T20:44,285
2094-01-19T14:03,300
2094-02-03T08:16,315
2094-02-18T03:55,330
2094-03-05T01:51,345
2094-03-20T02:21,0
2094-04-04T05:59,15
2094-04-19T12:40,30
2094-05-04T22:35,45
2094-05-20T11:09,60
2094-06-05T02:11,75
2094-06-20T18:42,90
2094-07-06T12:13,105
2094-07-22T05:34,120
2094-08-06T22:11,135
2094-08-22T13:00,150
2094-09-07T01:35,165
2094-09-22T11:16,180
2094-10-07T17:55,195
2094-10-22T21:19,210
2094-11-06T21:46,225
2094-11-21T19:30,240
2094-12-06T15:07,255
2094-12-21T09:12,270
2095-01-05T02:34,285
2095-01-19T19:55,300
2095-02-03T14:06,315
2095-02-18T09:47,330
2095-03-05T07:41,345
2095-03-20T08:14,0
2095-04-04T11:50,15
2095-04-19T18:35,30
2095-05-05T04:25,45
2095-05-20T17:05,60
2095-06-05T08:00,75
2095-06-21T00:38,90
2095-07-06T18:00,105
2095-07-22T11:30,120
2095-08-07T03:58,135
2095-08-22T18:56,150
2095-09-07T07:23,165
2095-09-22T17:10,180
2095-10-07T23:42,195
2095-10-23T03:12,210
2095-11-07T03:32,225
2095-11-22T01:20,240
2095-12-06T20:51,255
2095-12-21T15:00,270
2096-01-05T08:15,285
2096-01-20T01:41,300
2096-02-03T19:46,315
2096-02-18T15:33,330
2096-03-04T13:22,345
2096-03-19T14:02,0
2096-04-03T17:35,15
2096-04-19T00:26,30
2096-05-04T10:15,45
2096-05-19T22:58,60
2096-06-04T13:54,75
2096-06-20T06:30,90
2096-07-05T23:56,105
2096-07-21T17:19,120
2096-08-06T09:53,135
2096-08-22T00:41,150
2096-09-06T13:16,165
2096-09-21T22:54,180
2096-10-07T05:35,195
2096-10-22T08:56,210
2096-11-06T09:25,225
2096-11-21T07:05,240
2096-12-06T02:45,255
2096-12-20T20:45,270
2097-01-04T14:10,285
2097-01-19T07:26,300
2097-02-03T01:41,315
2097-02-17T21:19,330
2097-03-04T19:17,345
2097-03-19T19:48,0
2097-04-03T23:29,15
2097-04-19T06:11,30
2097-05-04T16:08,45
2097-05-20T04:41,60
2097-06-04T19:43,75
2097-06-20T12:13,90
2097-07-06T05:41,105
2097-07-21T23:00,120
2097-08-06T15:32,135
2097-08-22T06:22,150
2097-09-06T18:52,165
2097-09-22T04:35,180
2097-10-07T11:10,195
2097-10-22T14:39,210
2097-11-06T15:03,225
2097-11-21T12:52,240
2097-12-06T08:27,255
2097-12-21T02:37,270
2098-01-04T19:56,285
2098-01-19T13:20,300
2098-02-03T07:28,315
2098-02-18T03:13,330
2098-03-05T01:03,345
2098-03-20T01:40,0
2098-04-04T05:13,15
2098-04-19T12:01,30
2098-05-04T21:48,45
2098-05-20T10:31,60
2098-06-05T01:23,75
2098-06-20T18:02,90
2098-07-06T11:22,105
2098-07-22T04:50,120
2098-08-06T21:16,135
2098-08-22T12:11,150
2098-09-07T00:38,165
2098-09-22T10:23,180
2098-10-07T16:57,195
2098-10-22T20:26,210
2098-11-06T20:50,225
2098-11-21T18:37,240
2098-12-06T14:12,255
2098-12-21T08:20,270
2099-01-05T01:38,285
2099-01-19T19:01,300
2099-02-03T13:09,315
2099-02-18T08:52,330
2099-03-05T06:42,345
2099-03-20T07:17,0
2099-04-04T10:51,15
2099-04-19T17:37,30
2099-05-05T03:28,45
2099-05-20T16:08,60
2099-06-05T07:07,75
2099-06-20T23:41,90
2099-07-06T17:11,105
2099-07-22T10:32,120
2099-08-07T03:10,135
2099-08-22T17:56,150
2099-09-07T06:33,165
2099-09-22T16:10,180
2099-10-07T22:51,195
2099-10-23T02:12,210
2099-11-07T02:42,225
2099-11-22T00:22,240
2099-12-06T20:02,255
2099-12-21T14:03,270
2100-01-05T07:28,285
2100-01-20T00:45,300
2100-02-03T18:59,315
2100-02-18T14:36,330
2100-03-05T12:34,345
2100-03-20T13:03,0
2100-04-04T16:43,15
2100-04-19T23:24,30
2100-05-05T09:20,45
2100-05-20T21:57,60
2100-06-05T12:57,75
2100-06-21T05:32,90
2100-07-06T22:58,105
2100-07-22T16:23,120
2100-08-07T08:53,135
2100-08-22T23:47,150
2100-09-07T12:15,165
2100-09-22T22:00,180
2100-10-08T04:30,195
2100-10-23T08:00,210
2100-11-07T08:19,225
2100-11-22T06:08,240
2100-12-07T01:39,255
2100-12-21T19:50,270
2101-01-05T13:06,285
2101-01-20T06:33,300
2101-02-04T00:39,315
2101-02-18T20:27,330
2101-03-05T18:16,345
2101-03-20T18:56,0
2101-04-04T22:27,15
2101-04-20T05:18,30
2101-05-05T15:04,45
2101-05-21T03:49,60
2101-06-05T18:41,75
2101-06-21T11:21,90
2101-07-07T04:42,105
2101-07-22T22:10,120
2101-08-07T14:39,135
2101-08-23T05:33,150
2101-09-07T18:03,165
2101-09-23T03:46,180
2101-10-08T10:22,195
2101-10-23T13:47,210
2101-11-07T14:13,225
2101-11-22T11:57,240
2101-12-07T07:34,255
2101-12-22T01:38,270
2102-01-05T19:00,285
2102-01-20T12:19,300
2102-02-04T06:30,315
2102-02-19T02:10,330
